First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL
,,,,TX,,1522 OVERLOOK COVE,San Antonio,TX,78245,Notice of Foreclosure / Mortgage,NOFC,,26449,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,16118 AMBUSH GRV,San Antonio,TX,78247,Notice of Foreclosure / Mortgage,NOFC,,26450,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,5303 KENTON CREST,San Antonio,TX,78240,Notice of Foreclosure / Mortgage,NOFC,,26451,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,12262 STRATSBURG,San Antonio,TX,78252,Notice of Foreclosure / Mortgage,NOFC,,26452,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7815 BEECHNUT OAK,San Antonio,TX,78223,Notice of Foreclosure / Mortgage,NOFC,,26453,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,5 STALLION HLS,San Antonio,TX,78238,Notice of Foreclosure / Mortgage,NOFC,,26454,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9107 VALLEY BND,San Antonio,TX,78250,Notice of Foreclosure / Mortgage,NOFC,,26455,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,411 MCMULLEN ST,San Antonio,TX,78210,Notice of Foreclosure / Mortgage,NOFC,,26456,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14503 WYOMING PASS,San Antonio,TX,78254,Notice of Foreclosure / Mortgage,NOFC,,26457,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 427 N SAN GABRIEL AVE,SAN ANTONIO,TX,78228,427 N SAN GABRIEL AVE,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26458,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4130 SUNRISE CREEK DR,San Antonio,TX,78244,Notice of Foreclosure / Mortgage,NOFC,,26459,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7112 ELM CV,San Antonio,TX,78244,Notice of Foreclosure / Mortgage,NOFC,,26460,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,818 LAUREL RUN,San Antonio,TX,78219,Notice of Foreclosure / Mortgage,NOFC,,26461,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9922 MOFFITT DR,San Antonio,TX,78251,Notice of Foreclosure / Mortgage,NOFC,,26462,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2638 LAKELEDGE ST,San Antonio,TX,78222,Notice of Foreclosure / Mortgage,NOFC,,26463,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,415 HERMINE BLVD,San Antonio,TX,78212,Notice of Foreclosure / Mortgage,NOFC,,26464,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4634 AVERI NICOLE,San Antonio,TX,78217,Notice of Foreclosure / Mortgage,NOFC,,26465,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7106 WHIPSAW PT,San Antonio,TX,78253,Notice of Foreclosure / Mortgage,NOFC,,26466,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1926 LINDAL POINTE,San Antonio,TX,78260,Notice of Foreclosure / Mortgage,NOFC,,26467,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,5119 SENISA SPRINGS,San Antonio,TX,78251,Notice of Foreclosure / Mortgage,NOFC,,26468,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6411 CASTLE VW,San Antonio,TX,78218,Notice of Foreclosure / Mortgage,NOFC,,26469,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,810 RETAMA PASS,San Antonio,TX,78219,Notice of Foreclosure / Mortgage,NOFC,,26470,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,8023 MADDIE LANE,San Antonio,TX,78255,Notice of Foreclosure / Mortgage,NOFC,,26471,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4307 GLENOVER,San Antonio,TX,78217,Notice of Foreclosure / Mortgage,NOFC,,26472,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,21010 LAS LOMAS BLVD,San Antonio,TX,78258,Notice of Foreclosure / Mortgage,NOFC,,26473,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,210 W VISTA RIDGE,San Antonio,TX,78260,Notice of Foreclosure / Mortgage,NOFC,,26474,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,10210 SUNRISE FIELD,San Antonio,TX,78245,Notice of Foreclosure / Mortgage,NOFC,,26475,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,618 STOCKTON DR,San Antonio,TX,78216,Notice of Foreclosure / Mortgage,NOFC,,26476,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1054 DONALDSON AVE,San Antonio,TX,78228,Notice of Foreclosure / Mortgage,NOFC,,26477,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,315 BRIGHTON,San Antonio,TX,78214,Notice of Foreclosure / Mortgage,NOFC,,26478,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,811 ARTISAN WAY,San Antonio,TX,78260,Notice of Foreclosure / Mortgage,NOFC,,26479,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,131 ELMO AVE,San Antonio,TX,78225,Notice of Foreclosure / Mortgage,NOFC,,26480,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,226 LANSING LN,San Antonio,TX,78207,Notice of Foreclosure / Mortgage,NOFC,,26481,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 711 S BROWNLEAF ST,SAN ANTONIO,TX,78227,711 S BROWNLEAF ST,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26482,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2402 VALENCIA,San Antonio,TX,78237,Notice of Foreclosure / Mortgage,NOFC,,26483,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4351 SUN GATE ST,San Antonio,TX,78217,Notice of Foreclosure / Mortgage,NOFC,,26484,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,8914 SUNGATE BAY,San Antonio,TX,78224,Notice of Foreclosure / Mortgage,NOFC,,26485,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,722 JOHN ADAMS DR,San Antonio,TX,78228,Notice of Foreclosure / Mortgage,NOFC,,26486,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7130 CALYPSO DAWN,San Antonio,TX,78252,Notice of Foreclosure / Mortgage,NOFC,,26487,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4922 BERNADINE DR,San Antonio,TX,78220,Notice of Foreclosure / Mortgage,NOFC,,26488,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9242 EMERALD PORT DR,San Antonio,TX,78242,Notice of Foreclosure / Mortgage,NOFC,,26489,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1822 COYOTE CROSSING,San Antonio,TX,78245,Notice of Foreclosure / Mortgage,NOFC,,26490,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,12215 CLAIBORNE,San Antonio,TX,78252,Notice of Foreclosure / Mortgage,NOFC,,26491,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2020 SISYPHUS VW,San Antonio,TX,78245,Notice of Foreclosure / Mortgage,NOFC,,26492,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2026 SUNBEND FALLS,San Antonio,TX,78224,Notice of Foreclosure / Mortgage,NOFC,,26493,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7903 BLUEWATER COVE,San Antonio,TX,78254,Notice of Foreclosure / Mortgage,NOFC,,26494,0.0,45,Pre-foreclosure,Bexar County GIS,
,,& DIAZ DIANA 167 E HUTCHINS PL,SAN ANTONIO,TX,78221,167 E HUTCHINS PL,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26495,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,22615 S US HWY 281 S,San Antonio,TX,78264,Notice of Foreclosure / Mortgage,NOFC,,26496,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2523 SUNDROP BAY,San Antonio,TX,78224,Notice of Foreclosure / Mortgage,NOFC,,26497,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14215 RIDGEBORO DR,San Antonio,TX,78232,Notice of Foreclosure / Mortgage,NOFC,,26498,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14818 TURKEY TRL,San Antonio,TX,78232,Notice of Foreclosure / Mortgage,NOFC,,26499,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,3822 SOUTHERN FLD,San Antonio,TX,78222,Notice of Foreclosure / Mortgage,NOFC,,26500,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14502 CAMINO WAY,San Antonio,TX,78253,Notice of Foreclosure / Mortgage,NOFC,,26501,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,246 CREATH PL,San Antonio,TX,78221,Notice of Foreclosure / Mortgage,NOFC,,26502,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,11954 JASMINE WAY,San Antonio,TX,78253,Notice of Foreclosure / Mortgage,NOFC,,26503,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,5218 GRAY BUFFALO ST,San Antonio,TX,78242,Notice of Foreclosure / Mortgage,NOFC,,26504,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,835 CELOSIA,San Antonio,TX,78245,Notice of Foreclosure / Mortgage,NOFC,,26505,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7323 BLUEBONNET BAY,San Antonio,TX,78218,Notice of Foreclosure / Mortgage,NOFC,,26506,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6042 ELM VALLEY DR,San Antonio,TX,78242,Notice of Foreclosure / Mortgage,NOFC,,26507,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9846 CHARLINE LN,San Antonio,TX,78254,Notice of Foreclosure / Mortgage,NOFC,,26508,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,543 DRAKE AVE,San Antonio,TX,78204,Notice of Foreclosure / Mortgage,NOFC,,26509,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4134 GOSHEN PASS ST,San Antonio,TX,78230,Notice of Foreclosure / Mortgage,NOFC,,26510,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1008 STONEWALL ST,San Antonio,TX,78211,Notice of Foreclosure / Mortgage,NOFC,,26511,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2747 TRINITY VW,San Antonio,TX,78261,Notice of Foreclosure / Mortgage,NOFC,,26512,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,203 PLEASANTON SPG,San Antonio,TX,78221,Notice of Foreclosure / Mortgage,NOFC,,26513,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1207 BEACON CV,San Antonio,TX,78245,Notice of Foreclosure / Mortgage,NOFC,,26514,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,3406 CANDLEPASS DR,San Antonio,TX,78244,Notice of Foreclosure / Mortgage,NOFC,,26515,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6278 RIDGEBROOK ST,San Antonio,TX,78250,Notice of Foreclosure / Mortgage,NOFC,,26516,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1010 CERALVO ST,San Antonio,TX,78207,Notice of Foreclosure / Mortgage,NOFC,,26517,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,204 GORMAN,San Antonio,TX,78202,Notice of Foreclosure / Mortgage,NOFC,,26518,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,8635 CAPE VALLEY ST,San Antonio,TX,78227,Notice of Foreclosure / Mortgage,NOFC,,26519,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,735 PELICAN POINT,San Antonio,TX,78221,Notice of Foreclosure / Mortgage,NOFC,,26520,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7211 BROOKSIDE ST,San Antonio,TX,78209,Notice of Foreclosure / Mortgage,NOFC,,26521,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,546 RICE RD,San Antonio,TX,78220,Notice of Foreclosure / Mortgage,NOFC,,26522,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14611 HIGHLAND RDG,San Antonio,TX,78233,Notice of Foreclosure / Mortgage,NOFC,,26523,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,107 E WRIGHT,San Antonio,TX,78101,Notice of Foreclosure / Mortgage,NOFC,,26524,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,15123 FOLEY HILL,San Antonio,TX,78073,Notice of Foreclosure / Mortgage,NOFC,,26525,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,5711 REPEATING WAY,San Antonio,TX,78073,Notice of Foreclosure / Mortgage,NOFC,,26526,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4207 MOUNTAIN PASS,San Antonio,TX,78073,Notice of Foreclosure / Mortgage,NOFC,,26527,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,722 JOHN ADAMS DR,San Antonio,TX,78228,Notice of Foreclosure / Mortgage,NOFC,,26528,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,8910 FOWLER HILL,San Antonio,TX,78015,Notice of Foreclosure / Mortgage,NOFC,,26529,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14233 LUCKEY ROAD,San Antonio,TX,78002,Notice of Foreclosure / Mortgage,NOFC,,26530,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,10203 HACKELBERG ROAD,San Antonio,TX,78002,Notice of Foreclosure / Mortgage,NOFC,,26531,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,407 FLEMING ST,San Antonio,TX,78211,Notice of Foreclosure / Mortgage,NOFC,,26532,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6619 GALLERY OAK DR,San Antonio,TX,78109,Notice of Foreclosure / Mortgage,NOFC,,26533,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,3191 WOODFIN DR,San Antonio,TX,78264,Notice of Foreclosure / Mortgage,NOFC,,26534,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4615 LEGEND FLS,San Antonio,TX,78253,Notice of Foreclosure / Mortgage,NOFC,,26535,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14616 STABLE SPRINGS,San Antonio,TX,78112,Notice of Foreclosure / Mortgage,NOFC,,26552,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,159 YUMA ST,San Antonio,TX,78211,Notice of Foreclosure / Mortgage,NOFC,,26553,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,314 CHICKERING AVE,San Antonio,TX,78210,Notice of Foreclosure / Mortgage,NOFC,,26554,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,8425 AHERN DR,San Antonio,TX,78216,Notice of Foreclosure / Mortgage,NOFC,,26555,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2107 EL JARDIN RD,San Antonio,TX,78237,Notice of Foreclosure / Mortgage,NOFC,,26556,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2406 ROSEVILLE ST,San Antonio,TX,78219,Notice of Foreclosure / Mortgage,NOFC,,26557,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7655 RIMHURST,San Antonio,TX,78250,Notice of Foreclosure / Mortgage,NOFC,,26558,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 139 GUMTREE DR,RAEFORD,NC,28376,2415 W SUMMIT AVE,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26559,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,3139 GILBERT GARDEN,San Antonio,TX,78109,Notice of Foreclosure / Mortgage,NOFC,,26560,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1770 THOUSAND OAKS DR,San Antonio,TX,78232,Notice of Foreclosure / Mortgage,NOFC,,26561,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 1108 W MARIPOSA DR,SAN ANTONIO,TX,78201,1108 W MARIPOSA DR,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26562,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2914 LAKELAND DR,San Antonio,TX,78222,Notice of Foreclosure / Mortgage,NOFC,,26563,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,616 FERN MEADOW DR,San Antonio,TX,78148,Notice of Foreclosure / Mortgage,NOFC,,26564,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1683 RIGSBY AVE,San Antonio,TX,78210,Notice of Foreclosure / Mortgage,NOFC,,26565,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6934 ELMWOOD CREST,San Antonio,TX,78233,Notice of Foreclosure / Mortgage,NOFC,,26566,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6903 EMERALD VALLEY,San Antonio,TX,78242,Notice of Foreclosure / Mortgage,NOFC,,26567,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6515 DYNAMIC SOUND,San Antonio,TX,78252,Notice of Foreclosure / Mortgage,NOFC,,26568,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,15010 SILVERTREE COVE,San Antonio,TX,78073,Notice of Foreclosure / Mortgage,NOFC,,26569,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7206 LEAFWOOD DR,San Antonio,TX,78227,Notice of Foreclosure / Mortgage,NOFC,,26570,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7810 OXBOW WAY,San Antonio,TX,78254,Notice of Foreclosure / Mortgage,NOFC,,26571,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,15719 CLOVE SPICE WAY,San Antonio,TX,78073,Notice of Foreclosure / Mortgage,NOFC,,26572,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1706 ROMERO,San Antonio,TX,78237,Notice of Foreclosure / Mortgage,NOFC,,26573,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,211 MARBAUCH AVE,San Antonio,TX,78237,Notice of Foreclosure / Mortgage,NOFC,,26574,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4202 BRIGADIER DRIVE,San Antonio,TX,78109,Notice of Foreclosure / Mortgage,NOFC,,26575,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7900 DEEP FRST,San Antonio,TX,78239,Notice of Foreclosure / Mortgage,NOFC,,26576,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,11223 VOLLMER LN,San Antonio,TX,78254,Notice of Foreclosure / Mortgage,NOFC,,26577,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14726 CALAMITY WAY,San Antonio,TX,78254,Notice of Foreclosure / Mortgage,NOFC,,26578,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,10230 W LOOP 1604,San Antonio,TX,78254,Notice of Foreclosure / Mortgage,NOFC,,26579,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,10836 BANGO FARMS,San Antonio,TX,78023,Notice of Foreclosure / Mortgage,NOFC,,26580,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,125 GLASS AVENUE,San Antonio,TX,78204,Notice of Foreclosure / Mortgage,NOFC,,26581,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1825 N GRAYTOWN ROAD,San Antonio,TX,78152,Notice of Foreclosure / Mortgage,NOFC,,26582,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,10927 CHATHAM COURT,San Antonio,TX,78109,Notice of Foreclosure / Mortgage,NOFC,,26583,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9458 BRAMAN PT,San Antonio,TX,78109,Notice of Foreclosure / Mortgage,NOFC,,26584,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14290 SAVANNAH PASS,San Antonio,TX,78216,Notice of Foreclosure / Mortgage,NOFC,,26585,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,4335 SOMERVILLE BAY,San Antonio,TX,78244,Notice of Foreclosure / Mortgage,NOFC,,26586,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6703 MORNING SHADOW LANE,San Antonio,TX,78256,Notice of Foreclosure / Mortgage,NOFC,,26587,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,706 VIRGIN OAK,San Antonio,TX,78258,Notice of Foreclosure / Mortgage,NOFC,,26588,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,219 ROYAL DR,San Antonio,TX,78109,Notice of Foreclosure / Mortgage,NOFC,,26589,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9727 GYPSY CV,San Antonio,TX,78109,Notice of Foreclosure / Mortgage,NOFC,,26590,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 8200 W INTERSTATE 10 STE 501,SAN ANTONIO,TX,78230,215 N CENTER,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26591,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,21174 US HIGHWAY 281 S #2,San Antonio,TX,78264,Notice of Foreclosure / Mortgage,NOFC,,26592,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,10811 LAZY OAKS DR,San Antonio,TX,78217,Notice of Foreclosure / Mortgage,NOFC,,26593,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,827 ANGELA ST,San Antonio,TX,78207,Notice of Foreclosure / Mortgage,NOFC,,26594,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 1220 W HUISACHE AVE,SAN ANTONIO,TX,78201,1220 W HUISACHE AVE,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26595,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7123 THRUSH VIEW LANE,San Antonio,TX,78209,Notice of Foreclosure / Mortgage,NOFC,,26596,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1211 VIEWRIDGE DR,San Antonio,TX,78213,Notice of Foreclosure / Mortgage,NOFC,,26597,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,14217 LUCKEY RD,San Antonio,TX,78002,Notice of Foreclosure / Mortgage,NOFC,,26598,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,24565 ROBERT JARED,San Antonio,TX,78264,Notice of Foreclosure / Mortgage,NOFC,,26599,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 8411 SILENT CRK,SAN ANTONIO,TX,78255,901 NE LOOP 410,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26600,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,6002 ELM VALLEY DR,San Antonio,TX,78242,Notice of Foreclosure / Mortgage,NOFC,,26601,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,3431 OAKDALE ST,San Antonio,TX,78229,Notice of Foreclosure / Mortgage,NOFC,,26602,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,1601 W OLMOS,San Antonio,TX,78201,Notice of Foreclosure / Mortgage,NOFC,,26603,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2614 WAYNE DR,San Antonio,TX,78222,Notice of Foreclosure / Mortgage,NOFC,,26604,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2726 BERMUDA,San Antonio,TX,78222,Notice of Foreclosure / Mortgage,NOFC,,26605,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2602 BERMUDA,San Antonio,TX,78220,Notice of Foreclosure / Mortgage,NOFC,,26606,0.0,45,Pre-foreclosure,Bexar County GIS,
,,NULL 1634 E CHAVANEAUX RD,SAN ANTONIO,TX,78214,1634 E CHAVANEAUX RD,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26607,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,10507 WESTFIELD PL,San Antonio,TX,78240,Notice of Foreclosure / Mortgage,NOFC,,26608,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,7211 ROCK KNOLL DR,San Antonio,TX,78227,Notice of Foreclosure / Mortgage,NOFC,,26609,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,8507 SEA RIM DRIVE,San Antonio,TX,78109,Notice of Foreclosure / Mortgage,NOFC,,26610,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,3807 SOUTHERN FIELD,San Antonio,TX,78222,Notice of Foreclosure / Mortgage,NOFC,,26611,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9835 HIGHLAND CRK,San Antonio,TX,78245,Notice of Foreclosure / Mortgage,NOFC,,26612,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,25003 EARTHSTONE DR,San Antonio,TX,78258,Notice of Foreclosure / Mortgage,NOFC,,26613,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9207 MARE COUNTRY,San Antonio,TX,78254,Notice of Foreclosure / Mortgage,NOFC,,26614,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,13246 REGENCY FOREST,San Antonio,TX,78249,Notice of Foreclosure / Mortgage,NOFC,,26615,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,22915 SAVANNAH HEIGHTS,San Antonio,TX,78073,Notice of Foreclosure / Mortgage,NOFC,,26616,0.0,45,Pre-foreclosure,Bexar County GIS,
,,ATTN GUMM & ASSOCIATES 2205 MARTIN DR STE 200,BEDFORD,TX,76021,443 N SAN IGNACIO AVE,San Antonio,TX,,Notice of Foreclosure / Mortgage,NOFC,,26617,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,8851 TEABERRY DR,San Antonio,TX,78250,Notice of Foreclosure / Mortgage,NOFC,,26618,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,8914 ARABIAN KING,San Antonio,TX,78109,Notice of Foreclosure / Mortgage,NOFC,,26619,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,9374 VILLAGE LANCE,San Antonio,TX,78250,Notice of Foreclosure / Mortgage,NOFC,,26620,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,5906 VALLEY WOOD,San Antonio,TX,78250,Notice of Foreclosure / Mortgage,NOFC,,26621,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,11846 WILDCAT COVE,San Antonio,TX,78254,Notice of Foreclosure / Mortgage,NOFC,,26622,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,2821 GUADALUPE ST,San Antonio,TX,78207,Notice of Foreclosure / Mortgage,NOFC,,26623,0.0,45,Pre-foreclosure,Bexar County GIS,
,,,,TX,,118 DAVIS CT,San Antonio,TX,78209,Notice of Foreclosure / Mortgage,NOFC,,26624,0.0,45,Pre-foreclosure,Bexar County GIS,
